Sn.No,Diary Phase,HH ID,Were you able to get in contact with the customer? ,3. What fuel was used?,3. What fuel was used?/Electricity,3. What fuel was used?/LPG,3. What fuel was used?/Kerosene,3. What fuel was used?/Charcoal,3. What fuel was used?/Firewood,3. What fuel was used?/Other,Please specify:,"4. What time did you start with any cooking activities? (lighting a fire, chopping vetables)",How much LPG was there before cooking (kg)?,How much kerosene was there before cooking (Litre)?,How much charcoal was there before cooking (kg)?,How much firewood was there before cooking (kg)?,How much other fuel was there before cooking (kg)?,How much LPG was there after cooking (kg)?,How much kerosene was there after cooking (Litre)?,How much charcoal was there after cooking (kg)?,How much firewood was there after cooking (kg)?,How much other fuel was there after cooking (kg)?,How long did it take to start the CHARCOAL fire? (mins),How long did it take to start the WOOD fire? (mins),Was any Charcoal saved for later?,Was any Firewood saved for later?,7. Gender of the cook:,8. Reason for cooking,8. Reason for cooking/Breakfast,8. Reason for cooking/Lunch,8. Reason for cooking/Supper,8. Reason for cooking/Snack,8. Reason for cooking/Food for baby,8. Reason for cooking/Water heating,8. Reason for cooking/Other,Please specify:,How many people were catered for?,9. Adults:,10. Children:,11. Did any food not require cooking?,Please specify:,12. How many dishes were cooked?,13. How many times was water heated?,1a) Which dish was prepared?,Please specify:,1b) What was used?,Please specify:,1c) What was used?,1c) What was used?/Sufuria big,1c) What was used?/Sufuria medium,1c) What was used?/Sufuria small,1c) What was used?/Frying pan,1c) What was used?/Kettle,1c) What was used?/Other,Please specify:,1e) Was a lid used?,1f) Fresh or reheated?,1g) Saving for later?,What time did you start cooking dish 1?,What was the meter reading before cooking?,What time did you finish cooking dish 1?,What was the meter reading after cooking?,2a) Which dish was prepared?,Please specify:,2b) What was used?,Please specify:,2c) What was used?,2c) What was used?/Sufuria big,2c) What was used?/Sufuria medium,2c) What was used?/Sufuria small,2c) What was used?/Frying pan,2c) What was used?/Kettle,2c) What was used?/Other,Please specify:,2e) Was a lid used?,2f) Fresh or reheated?,2g) Saving for later?,What time did you start cooking dish 2?,What was the meter reading before cooking?,What time did you finish cooking dish 2?,What was the meter reading after cooking?,3a) Which dish was prepared?,Please specify:,3b) What was used?,Please specify:,3c) What was used?,3c) What was used?/Sufuria big,3c) What was used?/Sufuria medium,3c) What was used?/Sufuria small,3c) What was used?/Frying pan,3c) What was used?/Kettle,3c) What was used?/Other,Please specify:,3e) Was a lid used?,3f) Fresh or reheated?,3g) Saving for later?,What time did you start cooking dish 3?,What was the meter reading before cooking?,What time did you finish cooking dish 3?,What was the meter reading after cooking?,4a) Which dish was prepared?,Please specify:,4b) What was used?,Please specify:,4c) What was used?,4c) What was used?/Sufuria big,4c) What was used?/Sufuria medium,4c) What was used?/Sufuria small,4c) What was used?/Frying pan,4c) What was used?/Kettle,4c) What was used?/Other,Please specify:,4e) Was a lid used?,4f) Fresh or reheated?,4g) Saving for later?,What time did you start cooking dish 4?,What was the meter reading before cooking?,What time did you finish cooking dish 4?,What was the meter reading after cooking?,5a) Which dish was prepared?,Please specify:,5b) What was used?,Please specify:,5c) What was used?,5c) What was used?/Sufuria big,5c) What was used?/Sufuria medium,5c) What was used?/Sufuria small,5c) What was used?/Frying pan,5c) What was used?/Kettle,5c) What was used?/Other,Please specify:,5e) Was a lid used?,5f) Fresh or reheated?,5g) Saving for later?,What time did you start cooking dish 5?,What was the meter reading before cooking?,What time did you finish cooking dish 5?,What was the meter reading after cooking?,6a) Why was the water heated?,Please specify:,6b) What was used?,Please specify:,6c) What was used?,6c) What was used?/Sufuria big,6c) What was used?/Sufuria medium,6c) What was used?/Sufuria small,6c) What was used?/Frying pan,6c) What was used?/Kettle,6c) What was used?/Other,Please specify:,6d) Was a lid used?,6e) How cold was the water/milk before heating?,6f) Saving for later (thermos)?,What time did you start heating the water 1?,What was the meter reading before cooking?,What time did you finish heating the water 1?,What was the meter reading after cooking?,7a) Why was the water heated?,Please specify:,7b) What was used?,Please specify:,7c) What was used?,7c) What was used?/Sufuria big,7c) What was used?/Sufuria medium,7c) What was used?/Sufuria small,7c) What was used?/Frying pan,7c) What was used?/Kettle,7c) What was used?/Other,Please specify:,7d) Was a lid used?,7e) How cold was the water/milk before heating?,7f) Saving for later (thermos)?,What time did you start heating the water 2?,What was the meter reading before cooking?,What time did you finish heating the water 2?,What was the meter reading after cooking?,What time did you finish all the cooking activities for the meal?,,,,,,,
11,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,,09:30:00.000+03:00,,,16,,,,,13,,,5,,Yes,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,5,2,No,,4,1,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,19:55:00.000+03:00,,20:55:00.000+03:00,,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Reheated,Preparing meal in advance,20:55:00.000+03:00,,21:15:00.000+03:00,,Other,Posho,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:10:00.000+03:00,,14:05:00.000+03:00,,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,Preparing meal in advance,11:00:00.000+03:00,,14:05:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Sometimes,Fresh,Some,09:35:00.000+03:00,,10:20:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:15:00.000+03:00,,,,,,,
12,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,19,,,,,16,,,5,,Yes,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,5,2,No,,4,1,Other,Posho,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Sometimes,Fresh,None,18:30:00.000+03:00,,20:30:00.000+03:00,,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Reheated,Preparing meal in advance,20:30:00.000+03:00,,21:00:00.000+03:00,,Other,Posho,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Sometimes,Fresh,None,12:30:00.000+03:00,,14:00:00.000+03:00,,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,Preparing meal in advance,11:00:00.000+03:00,,14:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,10:00:00.000+03:00,,11:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
13,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,,09:30:00.000+03:00,,,25,,,,,22,,,4,,Yes,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,5,2,No,,4,1,Rice,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Sometimes,Fresh,None,18:30:00.000+03:00,,20:30:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Reheated,Preparing meal in advance,20:30:00.000+03:00,,21:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Sometimes,Fresh,None,11:40:00.000+03:00,,14:30:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,Preparing meal in advance,13:20:00.000+03:00,,14:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,09:30:00.000+03:00,,10:20:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
14,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,34,,,,,31,,,4,,Yes,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,5,2,No,,4,1,Other,Posho,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,18:30:00.000+03:00,,20:30:00.000+03:00,,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Reheated,Preparing meal in advance,20:30:00.000+03:00,,21:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Sometimes,Fresh,None,11:30:00.000+03:00,,14:50:00.000+03:00,,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,Preparing meal in advance,10:50:00.000+03:00,,14:50:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,10:00:00.000+03:00,,10:50:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
15,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,,09:30:00.000+03:00,,,37,,,,,34,,,5,,Yes,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,5,2,No,,4,1,Matoke,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Sometimes,Fresh,None,17:50:00.000+03:00,,20:40:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Reheated,Preparing meal in advance,20:40:00.000+03:00,,21:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Sometimes,Fresh,None,11:30:00.000+03:00,,14:30:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,Preparing meal in advance,12:00:00.000+03:00,,14:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,10:35:00.000+03:00,,11:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
16,Post EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,,09:40:00.000+03:00,,,40,,,,,37,,,5,,Yes,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,5,2,No,,4,1,Rice,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Sometimes,Fresh,None,19:30:00.000+03:00,,20:30:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Reheated,Preparing meal in advance,20:30:00.000+03:00,,21:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Sometimes,Fresh,None,11:30:00.000+03:00,,14:30:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,11:30:00.000+03:00,,14:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,09:40:00.000+03:00,,10:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
17,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,16:27:00.000+03:00,,,,18,,,,,10,,,2,,Yes,Male,Supper,0,0,1,0,0,0,0,,,2,,No,,2,0,Matoke,,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,16:39:00.000+03:00,,16:45:00.000+03:00,,Fish stew (boiled),,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,17:00:00.000+03:00,,17:20:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:21:00.000+03:00,,,,,,,
18,Post EPC,702378789,Yes ,Charcoal Firewood,0,0,0,1,1,0,,11:50:00.000+03:00,,,5,30,,,,3,20,,5,2,Yes,,Male,Lunch,0,1,0,0,0,0,0,,,2,,No,,2,0,Rice,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,11:50:00.000+03:00,,12:20:00.000+03:00,,Beef/Goat,,Firewood stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:50:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:53:00.000+03:00,,,,,,,
19,Post EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,5,,,,,4,,,5,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,1,0,Other,Milk,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,08:30:00.000+03:00,,08:40:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:41:00.000+03:00,,,,,,,
20,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,11:40:00.000+03:00,,,,17,,,,,10,,,3,,Yes,Male,Supper,0,0,1,0,0,0,0,,,2,,No,,2,0,Sweet potatoes/cassava/taro root,,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,11:40:00.000+03:00,,12:00:00.000+03:00,,Beans,,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,15:00:00.000+03:00,,17:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:01:00.000+03:00,,,,,,,
21,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,12:00:00.000+03:00,,,,16,,,,,10,,,3,,Yes,Male,Lunch,0,1,0,0,0,0,0,,,2,,No,,2,0,Rice,,Firewood stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:30:00.000+03:00,,Fish stew (boiled),,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,12:31:00.000+03:00,,12:36:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00:00.000+03:00,,,,,,,
22,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,09:00:00.000+03:00,,,,15,,,,,4,,,3,,Yes,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,1,0,Porridge,,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,09:00:00.000+03:00,,09:59:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00:00.000+03:00,,,,,,,
23,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,12:39:00.000+03:00,,,,8,,,,,5,,,3,,Yes,Male,Supper,0,0,1,0,0,0,0,,,2,,No,,2,0,Ugali,,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,12:39:00.000+03:00,,12:50:00.000+03:00,,Other,Ground nuts,Firewood stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,18:00:00.000+03:00,,18:35:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:40:00.000+03:00,,,,,,,
24,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,11:50:00.000+03:00,,,,20,,,,,15,,,3,,Yes,Male,Lunch,0,1,0,0,0,0,0,,,2,,No,,2,0,Sweet potatoes/cassava/taro root,,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,11:50:00.000+03:00,,12:15:00.000+03:00,,Beans,,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,09:00:00.000+03:00,,11:20:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:16:00.000+03:00,,,,,,,
25,Post EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,,09:00:00.000+03:00,,,18,,,,,16,,,5,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,1,0,Other,Black tea,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,09:00:00.000+03:00,,09:15:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:16:00.000+03:00,,,,,,,
26,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,12:00:00.000+03:00,,,,8,,,,,3,,,4,,Yes,Male,Supper,0,0,1,0,0,0,0,,,2,,No,,2,0,Sweet potatoes/cassava/taro root,,Firewood stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:45:00.000+03:00,,Leafy veg,,Firewood stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,18:00:00.000+03:00,,18:20:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:22:00.000+03:00,,,,,,,
27,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,12:00:00.000+03:00,,,,11,,,,,6,,,3,,Yes,Male,Lunch,0,1,0,0,0,0,0,,,2,,No,,2,0,Ugali,,Firewood stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:06:00.000+03:00,,Beans,,Firewood stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,None,10:00:00.000+03:00,,12:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:16:00.000+03:00,,,,,,,
28,Post EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,5,,,,,3,,,5,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,1,0,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,08:00:00.000+03:00,,08:46:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:49:00.000+03:00,,,,,,,
29,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,12:00:00.000+03:00,,,,23,,,,,21,,,3,,Yes,Male,Supper,0,0,1,0,0,0,0,,,2,,No,,2,0,Ugali,,Firewood stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:00:00.000+03:00,,12:15:00.000+03:00,,Beans,,Firewood stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,14:00:00.000+03:00,,16:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:01:00.000+03:00,,,,,,,
30,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,,08:00:00.000+03:00,,,,17,,,,,16,,,3,,Yes,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,1,0,Matoke,,Firewood stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,08:00:00.000+03:00,,08:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:31:00.000+03:00,,,,,,,
31,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,All,08:10:00.000+03,,08:20:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,08:10:00.000+03,,08:20:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,08:10:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,08:14:00.000+03,,08:30:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,08:10:00.000+03,,08:20:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,08:05:00.000+03,,08:15:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,08:10:00.000+03,,08:25:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Breakfast,1,0,0,0,0,0,0,,,2,,No,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,08:10:00.000+03,,08:20:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,12:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Lunch,0,1,0,0,0,0,0,,,2,,No,,2,0,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:10:00.000+03,,13:01:00.000+03,,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:50:00.000+03,,13:30:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,12:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Lunch,0,1,0,0,0,0,0,,,2,,No,,2,0,Ugali,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:10:00.000+03,,12:30:00.000+03,,Other,Cabbage,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:05:00.000+03,,12:20:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,12:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Lunch,0,1,0,0,0,0,0,,,2,,No,,2,0,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:10:00.000+03,,14:00:00.000+03,,Sweet potatoes/cassava/taro root,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,13:00:00.000+03,,13:40:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,,12:00:00.000+03,,,2,,,,,1,,,2,,Yes,,Male,Lunch,0,1,0,0,0,0,0,,,2,,No,,2,0,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:10:00.000+03,,13:10:00.000+03,,Fish stew (boiled),,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,13:00:00.000+03,,13:30:00.000+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
