,Diary Phase,HH ID,Were you able to get in contact with the customer? ,3. What fuel was used?,3. What fuel was used?/Electricity,3. What fuel was used?/LPG,3. What fuel was used?/Kerosene,3. What fuel was used?/Charcoal,3. What fuel was used?/Firewood,3. What fuel was used?/Other,Please specify:,"4. What time did you start with any cooking activities? (lighting a fire, chopping vetables)",How much LPG was there before cooking (kg)?,How much kerosene was there before cooking (Litre)?,How much charcoal was there before cooking (kg)?,How much firewood was there before cooking (kg)?,How much other fuel was there before cooking (kg)?,How much LPG was there after cooking (kg)?,How much kerosene was there after cooking (Litre)?,How much charcoal was there after cooking (kg)?,How much firewood was there after cooking (kg)?,How much other fuel was there after cooking (kg)?,How long did it take to start the CHARCOAL fire? (mins),How long did it take to start the WOOD fire? (mins),Was any Charcoal saved for later?,Was any Firewood saved for later?,7. Gender of the cook:,8. Reason for cooking,8. Reason for cooking/Breakfast,8. Reason for cooking/Lunch,8. Reason for cooking/Supper,8. Reason for cooking/Snack,8. Reason for cooking/Food for baby,8. Reason for cooking/Water heating,8. Reason for cooking/Other,Please specify:.1,9. Adults:,10. Children:,11. Did any food not require cooking?,Please specify:.2,12. How many dishes were cooked?,13. How many times was water heated?,1a) Which dish was prepared?,Please specify:.3,1b) What was used?,Please specify:.4,1c) What was used?,1c) What was used?/Sufuria big,1c) What was used?/Sufuria medium,1c) What was used?/Sufuria small,1c) What was used?/Frying pan,1c) What was used?/Kettle,1e) Was a lid used?,1f) Fresh or reheated?,1g) Saving for later?,What time did you start cooking dish 1?,What was the meter reading before cooking?,What time did you finish cooking dish 1?,What was the meter reading after cooking?,2a) Which dish was prepared?,Please specify:.6,2b) What was used?,Please specify:.7,2c) What was used?,2c) What was used?/Sufuria big,2c) What was used?/Sufuria medium,2c) What was used?/Sufuria small,2c) What was used?/Frying pan,2c) What was used?/Kettle,2e) Was a lid used?,2f) Fresh or reheated?,2g) Saving for later?,What time did you start cooking dish 2?,What was the meter reading before cooking?.1,What time did you finish cooking dish 2?,What was the meter reading after cooking?.1,3a) Which dish was prepared?,Please specify:.9,3b) What was used?,3c) What was used?,3c) What was used?/Sufuria big,3c) What was used?/Sufuria medium,3c) What was used?/Sufuria small,3c) What was used?/Frying pan,3c) What was used?/Kettle,3e) Was a lid used?,3f) Fresh or reheated?,3g) Saving for later?,What time did you start cooking dish 3?,What was the meter reading before cooking?.2,What time did you finish cooking dish 3?,What was the meter reading after cooking?.2,4a) Which dish was prepared?,Please specify:.12,4b) What was used?,4c) What was used?,4c) What was used?/Sufuria big,4c) What was used?/Sufuria medium,4c) What was used?/Sufuria small,4c) What was used?/Kettle,4e) Was a lid used?,4f) Fresh or reheated?,4g) Saving for later?,What time did you start cooking dish 4?,What was the meter reading before cooking?.3,What time did you finish cooking dish 4?,What was the meter reading after cooking?.3,5a) Which dish was prepared?,Please specify:.15,5b) What was used?,5c) What was used?,5c) What was used?/Sufuria big,5c) What was used?/Sufuria medium,5c) What was used?/Sufuria small,5c) What was used?/Kettle,5e) Was a lid used?,5f) Fresh or reheated?,5g) Saving for later?,What time did you start cooking dish 5?,What time did you finish cooking dish 5?,6a) Why was the water heated?,Please specify:.18,6b) What was used?,6c) What was used?,6c) What was used?/Sufuria big,6c) What was used?/Sufuria medium,6c) What was used?/Sufuria small,6c) What was used?/Frying pan,6c) What was used?/Kettle,6d) Was a lid used?,6e) How cold was the water/milk before heating?,6f) Saving for later (thermos)?,What time did you start heating the water 1?,What was the meter reading before cooking?.5,What time did you finish heating the water 1?,What was the meter reading after cooking?.5,7a) Why was the water heated?,Please specify:.21,7b) What was used?,7c) What was used?,7c) What was used?/Sufuria big,7c) What was used?/Sufuria medium,7c) What was used?/Frying pan,7c) What was used?/Kettle,7c) What was used?/Other,Please specify:.23,7d) Was a lid used?,7e) How cold was the water/milk before heating?,7f) Saving for later (thermos)?,What time did you start heating the water 2?,What was the meter reading before cooking?.6,What time did you finish heating the water 2?,What was the meter reading after cooking?.6
10,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,0,09:30:00.000+03:00,0,0,16,0,0,0,0,13,0,0,5,0,Yes,0,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,0,5,2,No,0,4,1,Rice,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,19:55:00.000+03:00,0,20:55:00.000+03:00,0,Beans,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Reheated,Preparing meal in advance,20:55:00.000+03:00,0,21:15:00.000+03:00,0,Other,Posho,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,12:10:00.000+03:00,0,14:05:00.000+03:00,0,Beans,0,Charcoal stove,Sufuria medium,0,1,0,0,Sometimes,Fresh,Preparing meal in advance,11:00:00.000+03:00,0,14:05:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Kettle,0,0,0,0,1,Sometimes,Fresh,Some,09:35:00.000+03:00,0,10:20:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,0,10:00:00.000+03:00,0,0,19,0,0,0,0,16,0,0,5,0,Yes,0,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,0,5,2,No,0,4,1,Other,Posho,Charcoal stove,0,Sufuria big,1,0,0,0,0,Sometimes,Fresh,None,18:30:00.000+03:00,0,20:30:00.000+03:00,0,Beans,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Reheated,Preparing meal in advance,20:30:00.000+03:00,0,21:00:00.000+03:00,0,Other,Posho,Charcoal stove,Sufuria big,1,0,0,0,0,Sometimes,Fresh,None,12:30:00.000+03:00,0,14:00:00.000+03:00,0,Beans,0,Charcoal stove,Sufuria medium,0,1,0,0,Sometimes,Fresh,Preparing meal in advance,11:00:00.000+03:00,0,14:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Kettle,0,0,0,0,1,Yes,Fresh,Some,10:00:00.000+03:00,0,11:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,0,09:30:00.000+03:00,0,0,25,0,0,0,0,22,0,0,4,0,Yes,0,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,0,5,2,No,0,4,1,Rice,0,Charcoal stove,0,Sufuria big,1,0,0,0,0,Sometimes,Fresh,None,18:30:00.000+03:00,0,20:30:00.000+03:00,0,"Soup (goat, beef, fish)",0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Reheated,Preparing meal in advance,20:30:00.000+03:00,0,21:00:00.000+03:00,0,Matoke,0,Charcoal stove,Sufuria big,1,0,0,0,0,Sometimes,Fresh,None,11:40:00.000+03:00,0,14:30:00.000+03:00,0,"Soup (goat, beef, fish)",0,Charcoal stove,Sufuria medium,0,1,0,0,Sometimes,Fresh,Preparing meal in advance,13:20:00.000+03:00,0,14:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Kettle,0,0,0,0,1,Yes,Fresh,Some,09:30:00.000+03:00,0,10:20:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,0,10:00:00.000+03:00,0,0,34,0,0,0,0,31,0,0,4,0,Yes,0,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,0,5,2,No,0,4,1,Other,Posho,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,18:30:00.000+03:00,0,20:30:00.000+03:00,0,Beans,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Reheated,Preparing meal in advance,20:30:00.000+03:00,0,21:00:00.000+03:00,0,Matoke,0,Charcoal stove,Sufuria big,1,0,0,0,0,Sometimes,Fresh,None,11:30:00.000+03:00,0,14:50:00.000+03:00,0,Beans,0,Charcoal stove,Sufuria medium,0,1,0,0,Sometimes,Fresh,Preparing meal in advance,10:50:00.000+03:00,0,14:50:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Kettle,0,0,0,0,1,Yes,Fresh,Some,10:00:00.000+03:00,0,10:50:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Pre EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,0,09:30:00.000+03:00,0,0,37,0,0,0,0,34,0,0,5,0,Yes,0,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,0,5,2,No,0,4,1,Matoke,0,Charcoal stove,0,Sufuria big,1,0,0,0,0,Sometimes,Fresh,None,17:50:00.000+03:00,0,20:40:00.000+03:00,0,"Soup (goat, beef, fish)",0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Reheated,Preparing meal in advance,20:40:00.000+03:00,0,21:00:00.000+03:00,0,Matoke,0,Charcoal stove,Sufuria big,1,0,0,0,0,Sometimes,Fresh,None,11:30:00.000+03:00,0,14:30:00.000+03:00,0,"Soup (goat, beef, fish)",0,Charcoal stove,Sufuria medium,0,1,0,0,Sometimes,Fresh,Preparing meal in advance,12:00:00.000+03:00,0,14:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Kettle,0,0,0,0,1,Yes,Fresh,Some,10:35:00.000+03:00,0,11:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Post EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,0,09:40:00.000+03:00,0,0,40,0,0,0,0,37,0,0,5,0,Yes,0,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,0,5,2,No,0,4,1,Rice,0,Charcoal stove,0,Sufuria big,1,0,0,0,0,Sometimes,Fresh,None,19:30:00.000+03:00,0,20:30:00.000+03:00,0,"Soup (goat, beef, fish)",0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Reheated,Preparing meal in advance,20:30:00.000+03:00,0,21:00:00.000+03:00,0,Matoke,0,Charcoal stove,Sufuria big,1,0,0,0,0,Sometimes,Fresh,None,11:30:00.000+03:00,0,14:30:00.000+03:00,0,"Soup (goat, beef, fish)",0,Charcoal stove,Sufuria medium,0,1,0,0,Yes,Fresh,Preparing meal in advance,11:30:00.000+03:00,0,14:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Kettle,0,0,0,0,1,Yes,Fresh,Some,09:40:00.000+03:00,0,10:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,16:27:00.000+03:00,0,0,0,18,0,0,0,0,10,0,0,2,0,Yes,Male,Supper,0,0,1,0,0,0,0,0,2,0,No,0,2,0,Matoke,0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,16:39:00.000+03:00,0,16:45:00.000+03:00,0,Fish stew (boiled),0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,17:00:00.000+03:00,0,17:20:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Post EPC,702378789,Yes ,Charcoal Firewood,0,0,0,1,1,0,0,11:50:00.000+03:00,0,0,5,30,0,0,0,3,20,0,5,2,Yes,0,Male,Lunch,0,1,0,0,0,0,0,0,2,0,No,0,2,0,Rice,0,Charcoal stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,11:50:00.000+03:00,0,12:20:00.000+03:00,0,Beef/Goat,0,Firewood stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,12:00:00.000+03:00,0,12:50:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Post EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03:00,0,0,5,0,0,0,0,4,0,0,5,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,1,0,Other,Milk,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,08:30:00.000+03:00,0,08:40:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,11:40:00.000+03:00,0,0,0,17,0,0,0,0,10,0,0,3,0,Yes,Male,Supper,0,0,1,0,0,0,0,0,2,0,No,0,2,0,Sweet potatoes/cassava/taro root,0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,11:40:00.000+03:00,0,12:00:00.000+03:00,0,Beans,0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,15:00:00.000+03:00,0,17:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,12:00:00.000+03:00,0,0,0,16,0,0,0,0,10,0,0,3,0,Yes,Male,Lunch,0,1,0,0,0,0,0,0,2,0,No,0,2,0,Rice,0,Firewood stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,12:00:00.000+03:00,0,12:30:00.000+03:00,0,Fish stew (boiled),0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,12:31:00.000+03:00,0,12:36:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,09:00:00.000+03:00,0,0,0,15,0,0,0,0,4,0,0,3,0,Yes,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,1,0,Porridge,0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,09:00:00.000+03:00,0,09:59:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,12:39:00.000+03:00,0,0,0,8,0,0,0,0,5,0,0,3,0,Yes,Male,Supper,0,0,1,0,0,0,0,0,2,0,No,0,2,0,Ugali,0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,12:39:00.000+03:00,0,12:50:00.000+03:00,0,Other,Ground nuts,Firewood stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,18:00:00.000+03:00,0,18:35:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,11:50:00.000+03:00,0,0,0,20,0,0,0,0,15,0,0,3,0,Yes,Male,Lunch,0,1,0,0,0,0,0,0,2,0,No,0,2,0,Sweet potatoes/cassava/taro root,0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,11:50:00.000+03:00,0,12:15:00.000+03:00,0,Beans,0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,09:00:00.000+03:00,0,11:20:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Post EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,0,09:00:00.000+03:00,0,0,18,0,0,0,0,16,0,0,5,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,1,0,Other,Black tea,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,09:00:00.000+03:00,0,09:15:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,12:00:00.000+03:00,0,0,0,8,0,0,0,0,3,0,0,4,0,Yes,Male,Supper,0,0,1,0,0,0,0,0,2,0,No,0,2,0,Sweet potatoes/cassava/taro root,0,Firewood stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,12:00:00.000+03:00,0,12:45:00.000+03:00,0,Leafy veg,0,Firewood stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,18:00:00.000+03:00,0,18:20:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,12:00:00.000+03:00,0,0,0,11,0,0,0,0,6,0,0,3,0,Yes,Male,Lunch,0,1,0,0,0,0,0,0,2,0,No,0,2,0,Ugali,0,Firewood stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,12:00:00.000+03:00,0,12:06:00.000+03:00,0,Beans,0,Firewood stove,0,Sufuria big,1,0,0,0,0,Yes,Fresh,None,10:00:00.000+03:00,0,12:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Post EPC,702378789,Yes ,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03:00,0,0,5,0,0,0,0,3,0,0,5,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,1,0,Rice,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,08:00:00.000+03:00,0,08:46:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,12:00:00.000+03:00,0,0,0,23,0,0,0,0,21,0,0,3,0,Yes,Male,Supper,0,0,1,0,0,0,0,0,2,0,No,0,2,0,Ugali,0,Firewood stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,12:00:00.000+03:00,0,12:15:00.000+03:00,0,Beans,0,Firewood stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,14:00:00.000+03:00,0,16:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Post EPC,702378789,Yes ,Firewood,0,0,0,0,1,0,0,08:00:00.000+03:00,0,0,0,17,0,0,0,0,16,0,0,3,0,Yes,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,1,0,Matoke,0,Firewood stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,08:00:00.000+03:00,0,08:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03,0,0,2,0,0,0,0,1,0,0,2,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,All,08:10:00.000+03,0,08:20:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03,0,0,2,0,0,0,0,1,0,0,2,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,08:10:00.000+03,0,08:20:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,0,08:10:00.000+03,0,0,2,0,0,0,0,1,0,0,2,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,08:14:00.000+03,0,08:30:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03,0,0,2,0,0,0,0,1,0,0,2,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,08:10:00.000+03,0,08:20:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03,0,0,2,0,0,0,0,1,0,0,2,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,08:05:00.000+03,0,08:15:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03,0,0,2,0,0,0,0,1,0,0,2,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,08:10:00.000+03,0,08:25:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Pre EPC,752204044,Yes ,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03,0,0,2,0,0,0,0,1,0,0,2,0,Yes,0,Male,Breakfast,1,0,0,0,0,0,0,0,2,0,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,08:10:00.000+03,0,08:20:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
